Time,Latitude,Longitude,Intensity
19550709  0000,14.9,-108.9,45
19550901  0000,17.6,-104.5,45
19550901  0600,17.8,-105.4,45
19550901  1200,17.9,-106.3,45
19550901  1800,18.0,-107.0,45
19550902  0000,18.1,-107.6,45
19550902  0600,18.1,-108.2,45
19550902  1200,18.1,-108.7,45
19550902  1800,18.0,-109.0,45
19550903  0000,18.0,-109.2,45
19550903  0600,18.2,-109.6,45
19550903  1200,18.5,-109.9,45
19550903  1800,18.8,-110.3,45
19550904  0000,19.0,-110.8,45
19550904  0600,19.3,-111.2,45
19550904  1200,19.6,-111.7,45
19550904  1800,19.8,-112.2,45
19550905  0000,20.0,-112.7,45
19551001  0000,19.4,-105.6,45
19551001  0600,19.2,-106.3,45
19551001  1200,19.4,-106.9,45
19551001  1800,19.7,-107.0,45
19551002  0000,20.0,-107.1,45
19551002  0600,20.6,-107.3,45
19551002  1200,21.4,-107.7,45
19551002  1800,22.3,-108.3,45
19551003  0000,23.2,-109.0,45
19551003  0600,24.0,-109.8,45
19551003  1200,24.9,-110.6,45
19551003  1800,25.6,-110.8,45
19551004  0000,26.3,-110.6,45
19551015  1800,15.0,-104.0,75
19551016  0000,15.9,-104.2,75
19551016  0600,17.0,-104.4,75
19551016  1200,18.3,-104.8,75
19551016  1800,19.3,-104.6,75
19560518  1200,13.3,-113.1,75
19560518  1800,13.7,-115.6,75
19560519  0000,13.9,-118.0,75
19560519  0600,14.0,-120.0,75
19560519  1200,14.0,-122.0,75
19560530  0000,15.9,-104.0,45
19560530  0600,15.8,-104.5,45
19560530  1200,15.7,-105.1,45
19560530  1800,15.7,-105.6,45
19560531  0000,15.7,-106.1,45
19560531  0600,15.7,-106.7,45
19560531  1200,15.7,-107.3,45
19560531  1800,15.7,-107.8,45
19560601  0000,15.7,-108.2,45
19560601  0600,15.7,-108.8,45
19560601  1200,15.8,-109.3,45
19560601  1800,15.8,-110.1,45
19560602  0000,15.8,-110.8,45
19560602  0600,16.0,-111.5,45
19560602  1200,16.2,-112.1,45
19560602  1800,16.4,-113.0,45
19560603  0000,16.7,-113.9,45
19560603  0600,17.2,-115.0,45
19560603  1200,17.9,-116.0,45
19560609  0600,16.5,-105.0,75
19560609  1200,16.4,-106.0,70
19560609  1800,16.3,-107.0,65
19560610  0000,16.6,-107.6,45
19560610  0600,17.6,-108.5,45
19560610  1200,18.5,-108.8,35
19560610  1800,20.0,-109.0,25
19560612  1200,13.1,-97.0,75
19560612  1800,13.2,-97.8,75
19560613  0000,13.7,-98.7,75
19560613  0600,14.5,-99.5,75
19560613  1200,15.5,-100.3,75
19560613  1800,16.5,-100.9,75
19560614  0000,17.6,-101.5,75
19560709  0000,17.8,-107.8,75
19560709  0600,18.6,-108.5,75
19560709  1200,19.1,-109.4,75
19560709  1800,19.5,-110.8,75
19560710  0000,19.7,-112.3,75
19560710  0600,19.8,-113.6,75
19560710  1200,19.8,-114.9,75
19560710  1800,19.7,-116.3,75
19560711  0000,19.7,-117.7,75
19560711  0600,19.7,-119.1,75
19560711  1200,19.7,-120.4,75
19560711  1800,19.8,-121.7,75
19560712  0000,20.0,-122.9,75
19560714  1200,16.7,-122.2,45
19560714  1800,16.9,-122.6,45
19560715  0000,17.0,-123.1,45
19560715  0600,17.1,-123.7,45
19560715  1200,17.1,-124.3,45
19560715  1800,17.1,-125.1,45
19560716  0000,17.2,-126.0,45
19560716  0600,17.3,-127.0,45
19560716  1200,17.3,-128.1,45
19560822  1200,16.9,-112.9,75
19560822  1800,17.6,-113.2,75
19560823  0000,18.1,-113.8,75
19560823  0600,18.5,-114.8,75
19560823  1200,18.9,-115.9,75
19560823  1800,19.5,-117.5,75
19560824  0000,20.1,-119.2,75
19560824  0600,21.3,-121.2,75
19560824  1200,22.3,-123.2,75
19560824  1800,22.4,-125.4,75
19560825  0000,22.0,-127.6,60
19560825  0600,21.5,-129.5,75
19560825  1200,20.9,-131.3,75
19560903  0000,17.7,-124.9,45
19560903  0600,17.3,-126.5,45
19560903  1200,16.7,-128.0,45
19560903  1800,16.4,-129.8,45
19560904  0000,16.3,-115.2,75
19560904  0600,16.5,-116.2,75
19560904  1200,16.7,-117.0,75
19560904  1800,16.8,-117.6,75
19560905  0000,16.9,-118.2,75
19560905  0600,17.0,-119.0,75
19560905  1200,17.1,-119.9,75
19560905  1800,16.9,-120.8,75
19560906  0000,16.6,-121.6,75
19560906  0600,16.4,-122.3,75
19560906  1200,16.3,-123.1,75
19560912  1200,16.9,-104.6,75
19560912  1800,17.6,-105.9,75
19560913  0000,18.2,-107.1,75
19560913  0600,18.7,-108.1,75
19560913  1200,19.1,-109.2,75
19560913  1800,19.2,-110.6,75
19560914  0000,19.3,-112.0,75
19560914  0600,19.5,-113.5,75
19560914  1200,19.6,-115.0,75
19560914  1800,19.7,-116.1,75
19560915  0000,19.8,-117.1,75
19560915  0600,20.0,-118.1,75
19560915  1200,20.3,-119.0,75
19560915  1800,20.8,-120.1,75
19560916  0000,21.4,-121.0,75
19560916  0600,22.1,-121.7,75
19560916  1200,22.8,-122.3,75
19560916  1800,23.5,-122.8,75
19560917  0000,24.2,-123.3,75
19561016  1200,17.5,-115.0,45
19561016  1800,17.4,-116.0,45
19561017  0000,17.3,-117.0,45
19561017  0600,17.1,-118.0,45
19561017  1200,17.0,-118.9,45
19561017  1800,16.9,-119.6,45
19561018  0000,16.9,-120.4,45
19570715  0000,11.9,-108.2,75
19570715  0600,11.8,-109.6,75
19570715  1200,11.8,-110.7,75
19570715  1800,11.8,-111.6,75
19570716  0000,11.7,-112.5,75
19570716  0600,11.6,-113.3,75
19570716  1200,11.5,-114.0,75
19570716  1800,11.4,-115.0,75
19570717  0000,11.4,-116.0,75
19570717  0600,11.5,-116.9,75
19570717  1200,11.6,-117.8,75
19570717  1800,11.7,-118.5,75
19570718  0000,11.9,-119.2,75
19570718  0600,12.0,-120.0,75
19570718  1200,12.2,-120.8,75
19570718  1800,12.5,-121.7,75
19570719  0000,12.9,-122.6,75
19570719  0600,13.1,-123.6,75
19570719  1200,13.4,-124.5,75
19570719  1800,13.7,-125.4,75
19570720  0000,14.1,-126.4,75
19570720  0600,14.5,-127.2,75
19570720  1200,14.9,-128.0,75
19570720  1800,15.3,-128.8,75
19570721  0000,15.7,-129.7,75
19570721  0600,16.1,-131.1,75
19570721  1200,16.4,-132.6,75
19570721  1800,16.8,-133.6,75
19570722  0000,17.1,-134.7,75
19570722  0600,17.3,-135.9,75
19570722  1200,17.5,-137.1,75
19570722  1800,17.7,-138.2,75
19570723  0000,17.8,-139.3,75
19570723  0600,17.9,-140.5,75
19570723  1200,18.0,-141.8,75
19570723  1800,18.3,-142.9,75
19570724  0000,18.6,-144.0,75
19570724  0600,18.7,-144.8,75
19570724  1200,18.8,-145.6,75
19570724  1800,18.9,-146.2,75
19570725  0000,19.1,-146.9,75
19570725  0600,19.3,-148.4,75
19570725  1200,19.4,-149.9,75
19570725  1800,19.5,-151.8,75
19570726  0000,19.7,-154.0,75
19570806  0000,18.4,-125.7,50
19570806  0600,18.4,-127.3,45
19570806  1200,18.6,-128.9,45
19570806  1800,18.9,-130.0,45
19570807  0000,19.2,-131.1,45
19570807  0600,19.4,-132.3,45
19570807  1200,19.7,-133.5,45
19570807  1800,20.4,-134.9,45
19570808  0000,21.1,-136.3,60
19570808  0600,21.6,-137.6,50
19570808  1200,22.1,-138.9,50
19570808  1800,22.5,-140.0,50
19570809  0000,22.8,-141.1,50
19570809  0600,23.7,-143.0,50
19570809  1200,25.0,-145.0,50
19570809  1800,26.5,-146.5,45
19570810  0000,28.0,-148.0,45
19570810  0600,29.2,-149.4,55
19570810  1200,30.2,-150.9,60
19570810  1800,30.6,-152.0,65
19570811  0000,31.0,-153.0,75
19570811  0600,31.6,-154.0,65
19570811  1200,32.3,-155.0,65
19570811  1800,32.8,-155.6,65
19570812  0000,33.2,-156.3,60
19570812  0600,33.7,-158.1,60
19570812  1200,34.1,-160.0,60
19570812  1800,34.5,-161.3,50
19570813  0000,34.8,-162.7,55
19570813  0600,35.1,-163.9,60
19570813  1200,35.3,-165.0,75
19570813  1800,35.5,-165.9,90
19570814  0000,35.7,-166.8,90
19570814  0600,36.3,-168.5,80
19570814  1200,37.1,-170.0,70
19570814  1800,37.7,-170.6,65
19570815  0000,38.3,-170.6,60
19570815  0600,38.9,-170.4,50
19570815  1200,39.5,-170.1,45
19570815  1800,39.7,-170.0,45
19570816  0000,39.8,-169.8,45
19570809  0000,14.2,-108.3,75
19570809  0600,14.6,-109.3,75
19570809  1200,15.3,-109.9,75
19570809  1800,15.9,-109.8,75
19570810  0000,16.5,-109.8,75
19570810  0600,16.9,-110.1,75
19570810  1200,17.3,-110.3,75
19570810  1800,18.0,-110.5,75
19570811  0000,18.6,-110.8,75
19570811  0600,19.3,-111.3,75
19570811  1200,19.8,-111.9,75
19570811  1800,20.1,-112.5,75
19570812  0000,20.4,-113.1,75
19570812  0600,21.2,-114.2,75
19570812  1200,22.1,-115.2,75
19570812  1800,22.6,-115.6,75
19570813  0000,23.1,-116.0,75
19570813  0600,23.5,-116.6,75
19570813  1200,24.0,-117.3,75
19570813  1800,24.7,-118.3,75
19570814  0000,25.3,-119.3,75
19570814  0600,25.8,-120.1,75
19570814  1200,26.3,-120.6,75
19570814  1800,27.1,-120.8,75
19570815  0000,27.9,-120.8,75
19570815  0600,28.5,-120.7,75
19570815  1200,29.1,-120.4,75
19570901  0000,15.0,-149.6,25
19570901  0600,15.0,-150.5,45
19570901  1200,15.1,-151.6,45
19570901  1800,15.2,-152.6,45
19570902  0000,15.3,-153.5,45
19570902  0600,15.7,-154.7,45
19570902  1200,16.2,-155.8,45
19570902  1800,17.0,-157.0,45
19570903  0000,17.7,-157.8,45
19570903  0600,18.7,-159.1,45
19570903  1200,19.7,-160.3,45
19570903  1800,20.7,-161.7,45
19570904  0000,21.7,-162.9,75
19570904  0600,22.0,-164.4,75
19570904  1200,23.0,-165.4,75
19570904  1800,23.8,-166.5,75
19570905  0000,24.4,-167.8,75
19570905  0600,24.6,-168.5,75
19570905  1200,25.0,-169.6,75
19570905  1800,25.0,-170.5,75
19570906  0000,25.0,-171.5,75
19570906  0600,25.1,-172.2,75
19570906  1200,25.3,-172.7,75
19570906  1800,25.4,-173.3,75
19570907  0000,25.3,-173.9,75
19570907  0600,25.0,-174.5,75
19570907  1200,24.7,-174.9,75
19570907  1800,24.3,-175.4,75
19570908  0000,23.7,-175.8,75
19570908  0600,23.0,-176.2,75
19570908  1200,22.3,-176.7,75
19570908  1800,21.6,-177.5,75
19570909  0000,21.0,-178.3,75
19570909  0600,20.5,-179.2,75
19570909  1200,20.1,179.9,75
19570909  1800,19.7,179.0,80
19570910  0000,19.4,178.2,85
19570910  0600,19.4,176.9,93
19570910  1200,19.7,175.6,100
19570910  1800,20.2,174.5,100
19570911  0000,20.8,173.5,100
19570911  0600,21.4,172.1,100
19570911  1200,22.0,170.8,100
19570911  1800,22.7,169.4,100
19570912  0000,23.3,168.0,100
19570912  0600,23.8,166.5,100
19570912  1200,24.2,165.0,100
19570912  1800,24.8,163.5,110
19570909  0000,15.3,-139.0,45
19570909  0600,15.5,-139.7,45
19570909  1200,15.8,-140.5,45
19570909  1800,16.3,-141.5,45
19570910  0000,16.7,-142.4,45
19570910  0600,17.0,-143.0,45
19570910  1200,17.3,-143.5,45
19570910  1800,17.7,-144.1,45
19570911  0000,18.0,-145.0,25
19570911  0600,18.3,-145.7,25
19570917  0000,15.0,-98.6,75
19570917  0600,15.8,-99.4,75
19570917  1200,16.3,-100.1,75
19570917  1800,16.6,-100.7,75
19570918  0000,17.0,-101.3,75
19570918  0600,17.4,-101.7,75
19570918  1200,17.8,-102.0,75
19570918  1800,18.2,-102.3,75
19570920  1200,20.2,-108.6,45
19570920  1800,20.6,-108.3,45
19570921  0000,21.1,-108.2,45
19570921  0600,21.7,-108.3,45
19570921  1200,22.2,-108.5,45
19570921  1800,22.7,-108.6,45
19570922  0000,23.2,-108.7,45
19570922  0600,23.7,-108.7,45
19570922  1200,24.2,-108.6,45
19570922  1800,24.5,-108.9,45
19570923  0000,24.5,-109.5,45
19570925  0000,12.0,-162.0,45
19570925  0600,12.2,-163.0,45
19570925  1200,12.3,-163.9,45
19570925  1800,12.4,-164.8,45
19570926  0000,12.5,-166.0,45
19570926  0600,12.5,-166.9,45
19570926  1200,12.6,-167.9,45
19570926  1800,12.6,-168.9,45
19570927  0000,12.6,-170.0,45
19570927  0600,12.6,-171.1,45
19570927  1200,12.7,-172.2,25
19570927  1800,12.7,-173.5,25
19570928  0000,12.7,-175.5,25
19570926  1800,14.0,-100.5,45
19570927  0000,14.2,-101.0,45
19570927  0600,14.4,-102.4,45
19570927  1200,14.8,-102.9,45
19571001  1200,17.4,-119.4,75
19571001  1800,17.5,-119.9,75
19571002  0000,18.0,-120.4,75
19571002  0600,18.9,-120.9,75
19571002  1200,19.8,-121.2,75
19571002  1800,20.3,-120.6,75
19571003  0000,20.8,-119.7,75
19571003  0600,21.6,-119.2,75
19571003  1200,22.4,-118.7,75
19571003  1800,23.0,-117.0,75
19571004  0000,23.6,-115.2,75
19571004  0600,23.9,-114.5,75
19571004  1200,24.2,-113.7,75
19571004  1800,25.0,-112.8,75
19571005  0000,25.8,-111.9,75
19571005  0600,26.4,-111.2,75
19571005  1200,27.0,-110.5,75
19571005  1800,29.4,-109.1,25
19571006  0000,32.2,-107.5,20
19571006  0600,33.1,-106.5,20
19571006  1200,32.8,-105.9,20
19571017  1200,12.9,-102.9,75
19571017  1800,14.7,-103.5,75
19571018  0000,15.9,-104.2,75
19571018  0600,16.5,-105.2,75
19571018  1200,17.0,-106.0,75
19571018  1800,17.4,-106.2,75
19571019  0000,17.9,-106.3,75
19571019  0600,18.5,-106.3,75
19571019  1200,19.1,-106.3,75
19571019  1800,19.8,-106.3,75
19571020  0000,20.5,-106.3,75
19571020  1200,16.0,-112.6,25
19571020  1800,16.7,-111.9,25
19571021  0000,17.5,-111.0,25
19571021  0600,18.5,-110.0,45
19571021  1200,19.7,-109.0,45
19571021  1800,21.1,-108.0,120
19571022  0000,22.6,-107.0,120
19571022  0600,24.3,-106.4,45
19571022  1200,26.3,-106.2,25
19571129  0000,11.7,-162.5,45
19571129  0600,12.4,-162.3,45
19571129  1200,13.0,-161.8,45
19571129  1800,13.7,-161.5,45
19571130  0000,14.4,-161.3,75
19571130  0600,14.9,-161.2,75
19571130  1200,15.5,-160.9,75
19571130  1800,16.2,-160.8,75
19571201  0000,16.7,-160.7,75
19571201  0600,17.4,-160.6,75
19571201  1200,18.0,-160.5,75
19571201  1800,18.6,-160.7,75
19571202  0000,19.2,-160.8,75
19571202  0600,20.4,-161.0,75
19571202  1200,21.4,-161.4,75
19571202  1800,21.7,-162.7,75
19571203  0000,21.4,-163.6,75
19571203  0600,21.3,-163.9,75
19571203  1200,21.2,-164.4,75
19571203  1800,21.0,-164.7,75
19571204  0000,21.0,-165.2,75
19571204  0600,20.8,-166.1,75
19571204  1200,20.7,-167.1,75
19571204  1800,20.5,-168.1,75
19571205  0000,20.5,-169.0,75
19571205  0600,20.5,-170.0,75
19571205  1200,20.5,-171.0,75
19571205  1800,20.4,-172.2,75
19571206  0000,20.0,-173.0,45
19571206  0600,18.9,-173.3,45
19571206  1200,17.7,-173.3,25
19580606  0000,12.1,-98.0,75
19580606  0600,12.3,-99.0,75
19580606  1200,12.4,-99.8,75
19580606  1800,12.5,-100.2,75
19580607  0000,12.6,-100.7,75
19580607  0600,12.8,-101.3,75
19580607  1200,13.0,-101.9,75
19580607  1800,13.1,-102.5,45
19580608  0000,13.3,-103.0,75
19580608  0600,13.6,-103.5,75
19580608  1200,14.0,-104.0,75
19580608  1800,14.3,-104.6,75
19580609  0000,14.7,-105.3,75
19580609  0600,15.0,-105.8,75
19580609  1200,15.4,-106.3,75
19580609  1800,16.0,-106.8,75
19580610  0000,16.7,-107.2,75
19580610  0600,17.1,-107.8,75
19580610  1200,17.4,-108.3,75
19580610  1800,17.7,-108.6,75
19580611  0000,17.9,-109.0,75
19580611  0600,18.0,-109.3,75
19580611  1200,18.2,-109.7,75
19580611  1800,18.4,-110.0,75
19580612  0000,18.6,-110.2,75
19580612  0600,18.7,-110.4,75
19580612  1200,18.9,-110.6,75
19580612  1800,19.1,-110.8,75
19580613  0000,19.3,-111.0,75
19580613  0600,19.5,-111.1,75
19580613  1200,19.7,-111.2,75
19580613  1800,19.9,-111.3,75
19580614  0000,20.2,-111.4,75
19580614  0600,20.9,-111.0,75
19580614  1200,21.7,-110.3,75
19580614  1800,22.3,-109.8,75
19580615  0000,22.9,-109.3,75
19580615  0600,23.3,-108.8,25
19580615  1200,23.5,-108.2,25
19580615  1800,23.6,-107.9,25
19580616  0000,23.5,-108.0,25
19580613  0000,12.5,-91.7,45
19580613  0600,13.1,-92.2,45
19580613  1200,13.7,-92.7,45
19580613  1800,14.2,-93.2,45
19580614  0000,14.8,-93.7,45
19580614  0600,15.4,-94.2,45
19580614  1200,16.0,-94.7,45
19580614  1800,16.6,-95.4,45
19580615  0000,17.2,-96.2,45
19580719  0000,17.6,-127.6,75
19580719  0600,17.6,-128.8,75
19580719  1200,17.7,-129.9,75
19580719  1800,17.9,-131.0,75
19580720  0000,18.1,-132.1,75
19580720  0600,18.2,-133.4,75
19580720  1200,18.2,-134.8,75
19580720  1800,18.3,-135.8,75
19580721  0000,18.4,-136.8,75
19580721  0600,18.4,-137.6,75
19580721  1200,18.3,-138.3,75
19580721  1200,19.1,-125.1,75
19580721  1800,19.1,-126.2,75
19580722  0000,19.1,-127.3,75
19580722  0600,19.1,-128.5,75
19580722  1200,19.1,-129.7,75
19580722  1800,19.1,-130.7,75
19580723  0000,19.5,-131.6,75
19580723  0600,19.8,-132.0,75
19580723  1200,20.2,-132.3,75
19580723  1800,20.6,-132.7,75
19580724  0000,21.0,-133.0,75
19580724  0600,21.5,-133.2,75
19580724  1200,22.0,-133.4,75
19580724  1800,22.5,-133.7,75
19580725  0000,23.0,-134.0,75
19580725  0600,23.4,-134.3,75
19580725  1200,23.8,-134.6,75
19580726  1200,16.1,-100.1,45
19580726  1800,16.6,-101.3,45
19580727  0000,17.0,-102.4,45
19580727  0600,17.4,-103.5,45
19580727  1200,17.8,-104.6,45
19580727  1800,18.5,-106.1,45
19580728  0000,19.3,-107.6,45
19580728  0600,20.0,-108.8,45
19580728  1200,20.7,-109.9,45
19580728  1800,21.2,-110.9,45
19580729  0000,21.7,-111.8,45
19580729  0600,22.8,-113.3,45
19580729  1200,23.9,-114.7,45
19580729  1800,24.9,-115.9,45
19580730  0000,25.8,-117.0,45
19580731  1200,16.8,-113.5,45
19580731  1800,17.4,-114.4,45
19580801  0000,17.9,-115.3,45
19580801  0600,18.5,-116.6,45
19580801  1200,19.0,-118.0,45
19580807  0000,19.7,-154.5,45
19580807  0600,19.8,-155.0,25
19580807  1200,20.0,-155.5,25
19580807  1800,20.1,-155.9,25
19580808  0000,20.2,-156.4,25
19580808  0600,20.3,-157.5,25
19580808  1200,20.3,-158.5,25
19580808  1800,20.0,-159.5,25
19580809  0000,19.7,-160.4,25
19580813  0000,17.4,-121.9,45
19580813  0600,17.3,-123.0,45
19580813  1200,17.3,-124.0,45
19580813  1800,17.3,-124.9,45
19580814  0000,17.3,-125.9,45
19580814  0600,17.4,-127.1,45
19580814  1200,17.5,-128.3,45
19580906  1200,18.1,-111.9,75
19580906  1800,18.4,-112.6,75
19580907  0000,18.6,-113.3,75
19580907  0600,18.8,-114.0,75
19580907  1200,18.9,-114.7,75
19580907  1800,19.0,-115.4,75
19580908  0000,19.0,-116.2,75
19580908  0600,19.0,-116.7,75
19580908  1200,19.0,-117.2,75
19580908  1800,19.1,-117.6,90
19580909  0000,19.2,-118.1,75
19580909  0600,19.2,-118.6,75
19580909  1200,19.2,-119.1,75
19580909  1800,19.1,-119.6,75
19580910  0000,19.1,-120.0,75
19580910  0600,19.1,-120.5,75
19580910  1200,19.0,-121.0,75
19580910  1800,18.9,-121.6,75
19580911  0000,18.8,-122.2,75
19580911  0600,18.6,-123.1,75
19580911  1200,18.4,-123.9,75
19580911  1800,18.2,-124.7,75
19580912  0000,18.1,-125.5,75
19580912  0600,18.0,-126.2,75
19580912  1200,18.0,-126.9,75
19580912  1800,17.8,-127.5,75
19580913  0000,17.5,-128.1,75
19580911  0000,21.0,-108.0,45
19580911  0600,21.6,-108.7,45
19580911  1200,22.2,-109.3,45
19580911  1800,22.8,-109.6,45
19580912  0000,23.5,-110.0,45
19580912  0600,25.2,-111.2,45
19580912  1200,28.2,-113.4,45
19580930  0000,15.6,-100.3,75
19580930  0600,15.8,-100.8,75
19580930  1200,16.0,-101.3,75
19580930  1800,16.1,-101.8,75
19581001  0000,16.3,-102.3,75
19581001  0600,16.5,-102.8,75
19581001  1200,16.7,-103.3,75
19581001  1800,16.9,-103.9,75
19581002  0000,17.0,-104.5,75
19581002  0600,17.2,-104.9,75
19581002  1200,17.4,-105.4,75
19581002  1800,17.9,-106.2,75
19581003  0000,18.6,-107.0,75
19581003  0600,19.3,-107.6,75
19581003  1200,20.0,-108.2,75
19581003  1800,20.8,-108.9,75
19581004  0000,21.9,-109.5,75
19581004  0600,23.4,-109.9,75
19581004  1200,25.0,-110.3,75
19581004  1800,26.4,-110.7,75
19581005  0000,27.9,-111.0,75
19581005  0600,29.4,-111.2,45
19581005  1200,31.0,-111.2,25
19581005  1800,32.3,-111.0,20
19581006  0000,33.4,-110.4,20
19581006  0600,33.9,-108.9,20
19581006  1200,33.8,-106.2,20
19581014  1200,14.7,-112.0,45
19581014  1800,14.8,-113.3,45
19581015  0000,14.9,-114.7,45
19581015  0600,15.0,-116.1,45
19581015  1200,15.0,-117.5,45
19581015  1800,15.0,-118.6,45
19581016  0000,15.0,-119.8,45
19581016  0600,15.0,-120.9,45
19581016  1200,15.0,-122.0,45
19581016  1800,15.0,-123.0,45
19581017  0000,15.0,-123.9,45
19581029  0000,18.4,-108.3,45
19581029  0600,18.7,-108.1,45
19581029  1200,19.0,-107.9,45
19581029  1800,19.7,-106.6,45
19581030  0000,20.4,-105.6,45
19581030  0600,21.0,-104.8,25
19590610  0000,17.1,-105.9,45
19590610  0600,17.7,-106.4,45
19590610  1200,18.3,-106.7,45
19590610  1800,18.7,-106.7,45
19590611  0000,19.2,-106.6,45
19590611  0600,19.9,-106.4,45
19590611  1200,20.7,-106.2,45
19590611  1800,21.6,-106.1,45
19590612  0000,22.6,-106.2,45
19590612  0600,24.1,-107.3,45
19590612  1200,26.2,-109.6,45
19590626  0000,16.6,-104.1,45
19590626  0600,17.1,-105.1,45
19590626  1200,17.5,-106.0,45
19590626  1800,17.9,-106.7,45
19590627  0000,18.3,-107.3,45
19590627  0600,18.8,-108.0,45
19590627  1200,19.4,-108.7,45
19590627  1800,19.9,-109.7,45
19590628  0000,20.4,-111.1,45
19590716  0000,12.2,-118.4,45
19590716  0600,12.2,-119.3,45
19590716  1200,12.5,-120.2,45
19590716  1800,12.9,-120.7,45
19590717  0000,13.4,-121.3,45
19590717  0600,13.7,-121.9,45
19590717  1200,14.0,-122.5,45
19590717  1800,14.6,-123.1,45
19590718  0000,15.2,-123.6,45
19590718  0600,16.7,-125.2,45
19590718  1200,18.0,-127.0,45
19590718  1800,19.0,-128.6,45
19590719  0000,19.7,-130.3,45
19590719  0600,19.9,-131.1,45
19590719  1200,20.0,-131.9,45
19590719  1800,20.0,-132.9,45
19590720  0000,20.1,-133.9,45
19590720  0600,20.2,-134.8,45
19590720  1200,20.2,-135.7,45
19590720  1800,20.2,-136.7,45
19590721  0000,20.3,-137.6,45
19590721  0600,20.4,-138.4,45
19590721  1200,20.5,-139.1,45
19590721  1800,20.6,-139.9,45
19590722  0000,20.6,-140.7,45
19590722  0000,16.3,-120.2,45
19590722  0600,16.3,-120.6,45
19590722  1200,16.3,-121.3,45
19590722  1800,16.4,-122.7,45
19590723  0000,16.6,-124.0,45
19590723  0600,17.1,-125.0,45
19590723  1200,17.6,-125.9,45
19590723  1800,18.0,-127.0,45
19590724  0000,18.2,-128.1,45
19590724  0600,18.2,-128.9,45
19590724  1200,18.0,-129.6,45
19590724  1800,17.7,-130.6,45
19590725  0000,17.5,-131.6,45
19590725  0600,17.4,-132.4,45
19590725  1200,17.4,-133.3,45
19590729  0000,12.5,-98.1,45
19590729  0600,12.6,-98.6,45
19590729  1200,12.8,-99.0,45
19590729  1800,13.0,-99.5,45
19590730  0000,13.2,-99.9,45
19590801  1800,15.7,-141.2,60
19590802  0000,15.8,-141.8,90
19590802  0600,15.7,-142.9,100
19590802  1200,15.6,-144.0,110
19590802  1800,15.5,-144.9,120
19590803  0000,15.3,-145.7,130
19590803  0600,15.3,-146.7,120
19590803  1200,15.4,-147.8,120
19590803  1800,15.6,-148.6,120
19590804  0000,15.9,-149.4,120
